fsCategory,venueCategory,event,preposition,Indoor,Outdoor,Day,Night,Sporty,Visual,Artistic,Culinary,Crowded,Party,Observer,Nature,Wet,Geeky,Fancy,Loud,Quiet,Intellectual,Tactile,Expensive,Cheap,Free,Romantic,Goofy,Game-related,Creative,Illegal,First-date,Summer,Winter,Seasonal,Historical,Hair-raising
4bf58dd8d48988d1e9941735,Ski Area,Ski,at,,Outdoor,Day,Night,Sporty,,,,Crowded,,,Nature,,,Fancy,,Quiet,,,Expensive,,,,,,,,First-date,,Winter,Seasonal,,Hair-raising
4bf58dd8d48988d1e9941735,Ski Area,Drink hot cocoa after skiing,at,,Outdoor,Day,Night,Sporty,,,,Crowded,,,Nature,,,Fancy,,Quiet,,,Expensive,,,Romantic,,,,,First-date,,Winter,Seasonal,,Hair-raising
4bf58dd8d48988d1e9941735,Ski Area,Hit the slopes,at,,Outdoor,Day,Night,Sporty,,,,Crowded,,,Nature,,,Fancy,,Quiet,,,Expensive,,,,,,,,First-date,,Winter,Seasonal,,Hair-raising
4eb1baf03b7b2c5b1d4306ca,Stables,Go horseback riding ,at,,Outdoor,Day,,Sporty,,,,,,,Nature,,,Fancy,,Quiet,,Tactile,Expensive,,,Romantic,,,,,First-date,Summer,,Seasonal,,Hair-raising
4eb1baf03b7b2c5b1d4306ca,Stables,Feed the horses,at,,Outdoor,Day,,Sporty,,,,,,,Nature,,,Fancy,,Quiet,,Tactile,Expensive,,,Romantic,,,,,First-date,Summer,,Seasonal,,Hair-raising
4bf58dd8d48988d159941735,Trail,Hike,at,,Outdoor,Day,,Sporty,,,,,,,Nature,Wet,,,,Quiet,,,,Cheap,Free,,,,,,,Summer,Winter,Seasonal,,Hair-raising
4bf58dd8d48988d159941735,Trail,Take in the sights,at,,Outdoor,Day,,Sporty,,,,,,,Nature,Wet,,,,Quiet,,,,Cheap,Free,,,,,,,Summer,Winter,Seasonal,,Hair-raising
4bf58dd8d48988d1de941735,Vineyard,Go for a tour,of,Indoor,Outdoor,Day,,,,,Culinary,,,,Nature,,,Fancy,,Quiet,,,Expensive,,,Romantic,,,,,First-date,,,Seasonal,,
4bf58dd8d48988d1de941735,Vineyard,Taste wine,at,Indoor,Outdoor,Day,,,,,Culinary,,,,Nature,,,Fancy,,Quiet,,,Expensive,,,Romantic,,,,,First-date,,,Seasonal,,
4bf58dd8d48988d1de941735,Vineyard,Stroll,through,Indoor,Outdoor,Day,,,,,Culinary,,,,Nature,,,Fancy,,Quiet,,,Expensive,,,Romantic,,,,,First-date,,,Seasonal,,
5032848691d4c4b30a586d61,Volcano,Hike,at,,Outdoor,Day,,Sporty,,,,,,,Nature,,,,,Quiet,,,,,,,,,,,First-date,,,Seasonal,,
5032848691d4c4b30a586d61,Volcano,Make a wish,at,,Outdoor,Day,,,,,,,,,Nature,,,,,Quiet,,,,,,,Goofy,,,,,,,Seasonal,,
5032848691d4c4b30a586d61,Volcano,Shout your favorite Disney song at the top,of,,Outdoor,Day,,,,,,,,,Nature,,,,,Quiet,,,,,,,Goofy,,,,,,,Seasonal,,
4e52d2d203646f7c19daa8ae,Animal Shelter,Make a furry friend,at,Indoor,Outdoor,Day,,,,,,,,,,,,,Loud,,,Tactile,,,,,,,,,First-date,,,,,
4e52d2d203646f7c19daa8ae,Animal Shelter,Volunteer,at,Indoor,,Day,,,,,,,,,,,,,Loud,,,,,,,,,,,,,,,,,
4e52d2d203646f7c19daa8ae,Animal Shelter,Lend a hand,at,Indoor,,Day,,,,,,,,,,,,,Loud,,,,,,,,,,,,,,,,,
4bf58dd8d48988d12f941735,Library,Play hide and seek,at,,Outdoor,Day,,Sporty,,,,,,,,,Geeky,,,Quiet,Intellectual,,,,,,Goofy,Game-related,,,First-date,,,,,
4bf58dd8d48988d12f941735,Library,Share your favorite book,at,,Outdoor,Day,,,,,,,,,,,Geeky,,,Quiet,Intellectual,,,,,Romantic,,,,,First-date,,,,,
4bf58dd8d48988d12f941735,Library,Share a kiss in the stacks,at,,Outdoor,Day,,,,,,,,,,,Geeky,,,Quiet,Intellectual,,,,,Romantic,,,,,,,,,,
4bf58dd8d48988d172941735,Post Office,Write postcards to strangers,at,Indoor,,Day,,,,,,,,,,,Geeky,,,Quiet,,,,,,,Goofy,,,,,,,,,
4bf58dd8d48988d172941735,Post Office,Write a postcard together to someone you love,at,Indoor,,Day,,,,,,,,,,,Geeky,,,Quiet,,,,,,,Goofy,,,,,,,,,
4bf58dd8d48988d172941735,Post Office,Mail each other a letter with 3 things you like about the other person,at,Indoor,,Day,,,,,,,,,,,Geeky,,,Quiet,,,,,,,Goofy,,,,,,,,,
5267e446e4b0ec79466e48c4,Adult Boutique,Explore,the,Indoor,,Day,,,,,,,,,,,,,,Quiet,,,,,,,,,,,,,,,,
5267e446e4b0ec79466e48c4,Adult Boutique,Buy something adventurous,at,Indoor,,Day,,,,,,,,,,,,,,Quiet,,Tactile,Expensive,,,,,,,,,,,,,
5267e446e4b0ec79466e48c4,Adult Boutique,Buy each other gifts,at,Indoor,,Day,,,,,,,,,,,,,,Quiet,,,,,,,,,,,,,,,,
4bf58dd8d48988d116951735,Antique Shop,Explore,the,Indoor,,Day,,,,`,,,,,,,Geeky,,,Quiet,,,,,,,,,,,,,,,,
4bf58dd8d48988d116951735,Antique Shop,Buy each other gifts,at,Indoor,,Day,,,,,,,,,,,Geeky,,,Quiet,,,Expensive,,,Romantic,,,,,,,,,,
4bf58dd8d48988d116951735,Antique Shop,Make up the life story of an item,at,Indoor,,Day,,,,,,,,,,,Geeky,,,Quiet,,,,,,,Goofy,,Creative,,First-date,,,,,
52f2ab2ebcbc57f1066b8b43,Astrologer,Find out what your future holds,at,Indoor,,Day,,,,,,,,,,,,,,Quiet,,Tactile,,,,,Goofy,,,,First-date,,,,,
52f2ab2ebcbc57f1066b8b43,Astrologer,Make up fake identities and have your fake identity's fortune told,at,Indoor,,Day,,,,,,,,,,,,,,Quiet,,Tactile,,,,,Goofy,,,,First-date,,,,,
4bf58dd8d48988d1f1941735,Board Shop,Test drive boards,at,Indoor,,Day,,,,,,,,,,,,,,Quiet,,,,,,,,,,,,,,,,
4bf58dd8d48988d114951735,Bookstore,Buy books for each other,at,Indoor,,,,,,,,,,,,,Geeky,,,Quiet,Intellectual,,Expensive,,,Romantic,,,,,,,,,,
4bf58dd8d48988d114951735,Bookstore,Read each other the 100th page of random books,at,Indoor,,,,,,,,,,,,,Geeky,,,Quiet,Intellectual,,Expensive,,,Romantic,,,,,,,,,,
4bf58dd8d48988d114951735,Bookstore,Share your favorite book,at,Indoor,,Day,,,,,,,,,,,Geeky,,,Quiet,Intellectual,,,,,Romantic,,,,,First-date,,,,,
4bf58dd8d48988d117951735,Candy Store,Eat all the candy,at,Indoor,,Day,,,,,,,,,,,,,,Quiet,,,,,,,,,,,,,,,,
4eb1c1623b7b52c0e1adc2ec,Car Dealership,Test drive cars,at,Indoor,,Day,,,,,,,,,,,,,,Quiet,,Tactile,,,,,,,,,,,,,,
52f2ab2ebcbc57f1066b8b31,Chocolate Shop,Buy each other the most decadent chocolate,at,Indoor,,Day,,,,,Culinary,,,,,,,,,Quiet,Intellectual,,,,,,,,,,First-date,,,,,
52f2ab2ebcbc57f1066b8b31,Chocolate Shop,Eat all the chocolate,at,Indoor,,Day,,,,,Culinary,,,,,,,,,Quiet,Intellectual,,,,,,,,,,First-date,,,,,
